ip,hostname,app,businesses,dev,own
172.21.242.19,dce-172-21-242-19,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
172.21.242.20,dce-172-21-242-20,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
172.21.25.112,xc-monitor,朱雀一体化运维&easyops_plat,基金-朱雀一体化运维系统&基金-朱雀一体化运维系统,wangy2,wangy2
192.168.28.97,IR-Mongodb01,聚源-数据看板,基金-投研数据指标系统,liujie&kongwt&zhaoxf,wangy2
192.168.28.99,IR-Mongodb03,聚源-数据看板,基金-投研数据指标系统,liujie&kongwt&zhaoxf,wangy2
192.168.28.98,IR-Mongodb02,聚源-数据看板,基金-投研数据指标系统,liujie&kongwt&zhaoxf,wangy2
172.18.10.123,beidou-mysql,基金-北斗经营分析,基金-北斗经营分析系统,zhuyy,zhuyy
172.21.25.114,easyops-sit-ng01,朱雀一体化运维&朱雀一体化运维,基金-朱雀一体化运维系统&基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.113,easyops-sit-ng02,朱雀一体化运维&朱雀一体化运维,基金-朱雀一体化运维系统&基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.100,easyops-web-001,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.101,easyops-web-002,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.104,kylin-v10-enable-v3,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.105,kylin-v10-enable-v3,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.106,easyops-tsdb01,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.107,easyops-tsdb02,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.108,easyops-tsdb03,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.109,easyops-ck-001,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.110,easyops-ck-002,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.111,easyops-ck-003,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
192.168.28.100,e-wechat-proxy,企业微信,基金-协同办公系统,lijl2,lijl2
192.168.4.16,qtrade-agent,qtrade前置机,基金-聚升投研平台,yangjie,
172.18.10.216,IA-Interface02,交易外部对接服务,基金-聚升投研平台,huxm&yangjie,wangy2
172.18.10.215,IA-Interface01,交易外部对接服务,基金-聚升投研平台,huxm&yangjie,wangy2
192.168.4.30,qtrade-front,交易外部对接服务,基金-聚升投研平台,huxm&yangjie,wangy2
172.19.1.59,ant-data-collec,cmfec-gw-exteriorgw,基金-母公司电商,tanzj&xiegb&yanyn&lvzl,zhaolh
172.22.18.115,cmfec-yeb-taclear-jy001,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
10.22.18.117,cmfec-yeb-taclear-wx001,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
172.21.16.153,institutionservice-ths001,机构查询服务门户Web,基金-机构查询服务门户,wugf1&lidj&xiaox,ling
172.21.16.152,institutionservice-ths002,机构查询服务门户Web,基金-机构查询服务门户,wugf1&lidj&xiaox,ling
172.21.25.119,kylin-v10-enable-v6,机构查询服务门户Web,基金-机构查询服务门户,wugf1&lidj&xiaox,ling
172.21.25.120,kylin-v10-enable-v6,机构查询服务门户Web,基金-机构查询服务门户,wugf1&lidj&xiaox,ling
172.21.25.121,kylin-v10-enable-v6,机构查询服务门户Web,基金-机构查询服务门户,wugf1&lidj&xiaox,ling
172.18.11.13,IDM-IMS-Server03,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.11.16,IDM-IMS-Server06,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.11.11,IDM-IMS-Server01,IMS-发行服务&IDM-DEPOSIT存款,基金-IMS统一指令管理系统&基金-IDM智能交割系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.11.15,IDM-IMS-Server05,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.11.12,IDM-IMS-Server02,IMS-发行服务&IDM-DEPOSIT存款,基金-IMS统一指令管理系统&基金-IDM智能交割系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.11.17,IDM-IMS-Server07,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
172.18.11.14,IDM-IMS-Server04,IMS-发行服务,基金-IMS统一指令管理系统,xiah&wangy2&huangchao&kongwt&guocw&xud,wangy2
192.168.28.103,CBS-Front18,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.28.101,CBS-Front16,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.28.102,CBS-Front17,基金-CBS支付平台网银前置机应用,基金-CBS支付平台,yangxb&wuys,wuys&ling
192.168.26.78,tianqing-server,终端防病毒,基金-终端防病毒系统,lijl2,lijl2
192.168.4.22,shkj-api-front,基金-深度学习应用,基金-人工智能平台,hetf,zhuyy&hetf
172.18.11.19,cmfposition-cdc01,统一头寸-CMF.position,基金-统一头寸,xiah&kongwt&yangjie,wangy2
172.18.11.20,cmfposition-cdc02,统一头寸-CMF.position,基金-统一头寸,xiah&kongwt&yangjie,wangy2
172.18.11.22,cmwa-ufx02,财富-UFX前置应用,财富-多元投资管理平台,zhangsk&qiucw,yangyn
172.18.11.23,cmwa-ir-redis01,财富-UFX前置应用,财富-多元投资管理平台,zhangsk&qiucw,yangyn
172.18.11.21,cmwa-ufx01,财富-UFX前置应用,财富-多元投资管理平台,zhangsk&qiucw,yangyn
172.18.11.24,cmwa-ir-redis02,财富-UFX前置应用,财富-多元投资管理平台,zhangsk&qiucw,yangyn
172.22.18.117,cmfec-yeb-acct-pt001,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.18.118,cmfec-yeb-acct-pt002,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.18.119,cmfec-yeb-acct-pt003,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.18.120,cmfec-yeb-acct-pt004,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.10.105,cmfec-yeb-nginx-pt001,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
172.22.10.104,cmfec-yeb-nginx-pt002,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
172.21.25.124,easyops-cmdb-002,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.125,easyops-logic-002,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.21.25.123,easyops-cmdb-001,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.22.24.81,yebdb01,YEBDB数据库,基金-电商余额宝,xiegb&yanyn,xieys&liup1
172.22.24.83,yebdb02,YEBDB数据库,基金-电商余额宝,xiegb&yanyn,xieys&liup1
172.22.24.85,yebsto01,YEBDB数据库,基金-电商余额宝,xiegb&yanyn,xieys&liup1
172.22.24.86,yebsto02,YEBDB数据库,基金-电商余额宝,xiegb&yanyn,xieys&liup1
172.22.24.87,yebsto03,YEBDB数据库,基金-电商余额宝,xiegb&yanyn,xieys&liup1
172.18.11.34,RT-Index-MS02,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.31,RT-Index-FA02,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.38,RT-Index-Monitor02,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.35,RT-Index-MS03,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.33,RT-Index-MS01,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.32,RT-Index-FA03,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.36,RT-Index-GW01,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.37,RT-Index-Monitor01,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
172.18.11.30,RT-Index-FA01,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
192.168.7.40,wind-upgrade-se,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.11.25,cmwa-ir-redis03,财富-UFX前置应用,财富-多元投资管理平台,zhangsk&qiucw,yangyn
172.22.16.104,yeb-acct-pt03,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.16.103,yeb-acct-pt02,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.16.106,yeb-taclear-pt,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
172.22.16.102,yeb-acct-pt01,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.16.105,yeb-acct-pt04,cmfec-core-yebacct,基金-电商余额宝,xiegb,zhaolh
172.22.16.101,yeb-file-pt,cmfec-core-yebfile,基金-母公司电商,xiegb,zhaolh&xiegb
172.22.8.102,yeb-nginx-pt02,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
172.22.8.101,yeb-nginx-pt01,cmfec-yeb,基金-电商余额宝,tanzj&lidj&hougm&xiegb&liyq&liwl,wangy2&zhaolh
192.168.34.243,api-gateway-6869b9df88-lcv24,,,,
192.168.34.242,api-gateway-6869b9df88-gtwwf,,,,
192.168.34.244,api-gateway-admin-7bd4b6565f-8qkph,,,,
192.168.34.245,api-gateway-admin-7bd4b6565f-hvhzn,,,,
192.168.34.249,ids-frontend-f6f6cfb76-9zmn2,,,,
192.168.34.248,ids-frontend-f6f6cfb76-hcbdm,,,,
192.168.34.252,ids-query-7bcd4bb94c-kvm2c,,,,
192.168.34.253,ids-query-7bcd4bb94c-b8gtq,,,,
192.168.34.250,micro-frontend-78ddf9f97-ngdps,,,,
192.168.34.251,micro-frontend-78ddf9f97-rwf4m,,,,
192.168.34.88,processon-nginx-76798d7f7-h7xgv,,,,
192.168.34.96,processon-private-image-7dcdf749b8-lcw4x,,,,
192.168.34.95,processon-private-image-7dcdf749b8-fr9dh,,,,
192.168.34.94,processon-private-image-7dcdf749b8-klwsm,,,,
192.168.34.86,processon-private-ldap-658d68d96d-pnm6j,,,,
192.168.34.87,processon-private-ldap-658d68d96d-wwt29,,,,
192.168.34.97,processon-private-web-8f9b9dc56-n4m5v,,,,
192.168.34.99,processon-private-web-8f9b9dc56-xbwcq,,,,
192.168.34.100,processon-private-web-8f9b9dc56-v4vn2,,,,
192.168.34.98,processon-private-web-8f9b9dc56-h7bzf,,,,
192.168.34.93,processon-private-ws-6bf64785c8-4xbl9,,,,
192.168.34.92,processon-private-ws-6bf64785c8-vzxb5,,,,
192.168.34.246,user-center-74ccbc6f97-gcl6c,,,,
192.168.34.247,user-center-74ccbc6f97-gn595,,,,
10.98.208.116,dce-system-dxinsight-576fbff9ff-x6rmr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.253,dce-system-uds-644f69df-dfljx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.0,dmp-apollo-adminservice-856b664f65-g9c9f,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.223,dmp-apollo-configservice-844978f6f4-rm54g,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.34.104,dmp-apollo-configservice-ovs-67b84cc9b9-f6zfv,,,,
192.168.34.103,dmp-apollo-configservice-ovs-67b84cc9b9-j42rr,,,,
10.98.208.117,dmp-fate-7f8fc786f9-mq8r8,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.252,dmp-kb-566bcf46c9-dhvlf,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.192,dmp-mysql-1-7785dcf557-98z5n,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.231,dmp-mysql-2-5767d9668b-mdcp8,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.110,dmp-redis-haproxy-747c8d67c8-cplmc,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.243,dmp-redis-haproxy-747c8d67c8-r4vcl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.203,dmp-redis-haproxy-747c8d67c8-zkm7b,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.122,dmp-skywalking-oap-76bbb67486-plbhh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.2,dmp-twice-6df6b74cdd-8lrsv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.199,dmp-ui-66f6f9957f-kntk2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.1,dmp-user-center-69f6b696c9-sgn8v,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.211,dosec-db-7c4d585747-fstmn,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.99,dosec-db-service-6d65c989fb-wphjj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.6,dosec-elasticsearch-6b67f84fd6-xpnrm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.201,dosec-redis-76d56658d-hw5wx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.8,dosec-server-6ff5b6cc96-vq7v6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.7,dosec-web-7fdd56d696-dcmdk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.239,dx-arch-keycloak-7d48b4984d-4slj6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.249,dx-arch-ram-5dc7bd86f7-v9pjs,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.213,dx-arch-stolon-proxy-7f9bdfb5d8-nzl2h,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.111,dx-arch-stolon-proxy-7f9bdfb5d8-r9j44,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.214,dx-arch-stolon-sentinel-7d75f99947-2ftst,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.105,dx-arch-stolon-sentinel-7d75f99947-58nvc,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.115,dx-arch-ui-59bbcb6794-s5ddz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.127,alertmanager-dx-insight-846c98bb69-pzttm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.119,dx-insight-54ff9c7d89-z92ts,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.124,dx-insight-kube-state-metrics-5b565b9898-tv4bk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.125,dx-insight-metering-798fc58b59-kqtn6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.100,dx-insight-prometheus-operator-7c7cd8b8d8-2mkfb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.251,dx-insight-stolon-proxy-6c4b6b66c7-f28pv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.113,dx-insight-stolon-proxy-6c4b6b66c7-m849l,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.101,dx-insight-stolon-sentinel-794bb9f687-47dch,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.250,dx-insight-stolon-sentinel-794bb9f687-pmvmv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.121,dx-insight-thanos-query-b5b96c8f8-hs6pg,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.131.255,coredns-coredns-6d46d88c47-dwwwx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.110,coredns-coredns-6d46d88c47-rg2gn,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.131.236,dce-chart-manager-86858b99c7-rbpch,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.204,dce-clair-669854d66c-2xl6c,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.111,dce-controller-565dc57b55-5dpln,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.201,dce-controller-565dc57b55-9rdgh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.107,dce-prometheus-66897b79cd-6zkdp,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.202,dce-prometheus-66897b79cd-tgkzm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.112,dce-registry-6f8fbb9b47-mmk5q,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.109,dce-uds-failover-assistant-5dd79cbdbb-n8j28,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.206,dce-uds-failover-assistant-5dd79cbdbb-tfmsg,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.205,dce-uds-local-storage-csi-controller-675bcffcd8-c2ck7,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.131.234,dce-uds-policy-controller-5cf44b8b9-sgtvc,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.207,dce-uds-snapshot-controller-8654d5bf7d-mvctx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.198,dce-uds-storage-server-55d654b68c-55ggk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.131.239,metrics-server-668bf55f8b-vjwz9,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.34.105,redis-sentinel-server-0,,,,
192.168.34.106,redis-sentinel-server-1,,,,
192.168.34.107,redis-sentinel-server-2,,,,
10.98.131.244,dmp-es-data-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.212,dmp-es-data-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.107,dmp-es-data-2,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.34.102,dmp-eureka-0,,,,
192.168.34.101,dmp-eureka-1,,,,
10.98.82.206,dmp-redis-server-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.109,dmp-redis-server-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.241,dmp-redis-server-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.234,dx-arch-stolon-keeper-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.210,dx-arch-stolon-keeper-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.131.245,dx-insight-stolon-keeper-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.208.96,dx-insight-stolon-keeper-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.82.198,elastic-operator-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.131.229,dce-uds-host-driver-kbjsr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.106,dce-uds-host-driver-rb72g,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.199,dce-uds-host-driver-rdb8k,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.131.240,dce-uds-local-storage-jmdlk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.208.108,dce-uds-local-storage-ksd29,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.82.200,dce-uds-local-storage-mpvxq,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.27.64,beidou-portal02,基金-北斗经营分析,基金-北斗经营分析系统,zhuyy,zhuyy
10.98.208.112,dx-arch-audit-9bbd8f4b9-9gpjq,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.34.226,apifox-pdv-56c5b6f476-4b7rw,,,,
192.168.34.225,apifox-pdv-56c5b6f476-clpvf,,,,
10.97.105.104,dmp-eureka-0-f97957f84-wnglk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.73.160,dmp-eureka-1-566db85b47-vgrwv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.87,dmp-gateway-runtime-569d9bfb44-fzw2l,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.34.222,km-dataservice-5c8f98ff5f-5z2pt,,,,
192.168.34.221,km-dataservice-5c8f98ff5f-jh2md,,,,
10.97.34.93,redis-c9f9fc5d8-4bqnz,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.34.231,redis-cli-68b7bb4c49-bpntq,,,,
192.168.34.224,xxl-job-executor-5757c68d9-87c2m,,,,
192.168.34.223,xxl-job-executor-5757c68d9-94qrs,,,,
192.168.35.131,cmwa-sales-c886b4547-5bw49,,,,
10.97.35.212,dmp-eureka-0-7f8b6c8c99-m96gd,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.16,dmp-eureka-1-5db8949944-4wl6b,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.35.211,dmp-gateway-runtime-6b7ff47cb9-sprl8,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.35.206,adminer-549bd8945-6fm5k,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.168,alertmanager-dx-insight-65cdd7b6b7-q666w,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.118.172,dx-insight-6d888ff865-px49w,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.167,dx-insight-kube-state-metrics-5b4979db67-8s5l7,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.166,dx-insight-metering-5cdcddfdb5-cfxhl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.118.171,dx-insight-prometheus-operator-75d8fc9ff-8gphn,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.162,dx-insight-stolon-proxy-697c7b4f84-2q5fd,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.118.166,dx-insight-stolon-proxy-697c7b4f84-s9fxh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.161,dx-insight-stolon-sentinel-7c76c7856f-dhb4z,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.118.165,dx-insight-stolon-sentinel-7c76c7856f-fh4hj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.165,dx-insight-thanos-query-558bb495db-lp68j,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.35.208,dce-system-daocloudsecuritysuite-7c5bc94cd8-ff7p4,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.172,dce-system-dxinsight-749cf865f-zbnrv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.114.194,dce-system-uds-f5855d65d-4xbmd,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.6.75,dss-controller-pod-587bf5fdd7-b4zpr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.109.197,dss-controller-pod-587bf5fdd7-t8k72,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.114.198,dss-controller-pod-587bf5fdd7-whvvg,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.35.209,dss-manager-pod-6955cd79c4-cq5cf,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.88.96,dao-2048-calico-566fb86dfd-cp4n9,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.166,dao-2048-ovs-dao-2048-95c66499d-8kglj,,,,
192.168.35.170,dao-2048-ovs-dao-2048-95c66499d-phrhv,,,,
192.168.35.164,dao-2048-ovs-dao-2048-95c66499d-t4w66,,,,
192.168.35.169,dao-2048-ovs-dao-2048-95c66499d-wrcm6,,,,
10.97.123.66,dao-2048-test-dao-2048-8c86797df-8m8fd,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.2,dao-2048-test-dao-2048-8c86797df-bgrpx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.145,dmp-apollo-adminservice-56dbdccdc5-6vh96,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.148,dmp-apollo-configservice-75d84dc746-c6cqx,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.185,dmp-apollo-configservice-ovs-6d8fd87f9b-gc6l8,,,,
192.168.35.184,dmp-apollo-configservice-ovs-6d8fd87f9b-nbnbv,,,,
192.168.35.186,dmp-eureka-0-7b96b59778-sgbfd,,,,
192.168.35.187,dmp-eureka-1-7b968cf4bd-xkq99,,,,
10.97.24.217,dmp-fate-7dbcc965c-2skpg,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.87,dmp-gateway-admin-8d9666846-4cn6w,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.89,dmp-gateway-runtime-bfc5bc78f-f5ht2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.130,dmp-mysql-0-6b8477575f-jjwmb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.70,dmp-mysql-1-67ff8d499-2nhll,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.218,dmp-skywalking-oap-79f5b8795c-mmp7m,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.146,dmp-skywalking-oap-79f5b8795c-rc5nr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.86,dmp-sw-query-server-6fddf564cd-2j92j,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.106,dmp-ui-6c85d4bc84-qknp9,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.152,dmp-user-center-78c67d987f-w9742,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.76.114,cluster-link-758f6d55ff-bmj56,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.76.113,doc-compare-db-597fc96567-qncj6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.88.94,doc-compare-robot-787c6cc79f-759gc,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.181,doc-compare-web-5dbff8df79-pd5st,,,,
10.97.88.93,recognize-document-6889f84fb-ld6cj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.35.196,coredns-coredns-7d6bb57b88-jvhzb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.164.71,coredns-coredns-7d6bb57b88-vxdxj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.197.210,dce-chart-manager-65ddd75d8-cdpgl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.21,dce-clair-5c8dc6ff59-5td5t,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.134.167,dce-controller-5d7bb66786-5wbcq,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.197.211,dce-controller-5d7bb66786-lj6pn,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.22,dce-prometheus-5d55646bcb-cm2pg,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.197.212,dce-prometheus-5d55646bcb-grbpx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.197.214,dce-registry-58f9d89df-bmpk5,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.134.168,dce-registry-58f9d89df-jgjs6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.197.213,dce-uds-failover-assistant-757bcd6889-ndmds,容器平台内部组件,DaoCloud容器平台,,caiyg
